species,sci_name,mass,trophic_niche1,trophic_niche2,Breeding.Biome,start_abd,end_abd,abd_change,biomass_start,biomass_end,biomass_change
Swamp Sparrow,Melospiza georgiana,16.1,Omnivore,Generalist,Wetland,14978262.2591403,25419340.9851863,10441078.726046002,241150022.37215886,409251389.8614995,168101367.48934063
Tennessee Warbler,Leiothlypis peregrina,8.9,Invertivore,Insessorial,Boreal Forest,189598635.658654,109432347.40219,-80166288.256464,1687427857.3620207,973947891.8794911,-713479965.4825296
Thick-billed Murre,Uria lomvia,964,Aquatic predator,Aquatic,Coasts,13454474.576718,4476122.61377265,-8978351.96294535,12970113491.956152,4314982199.676835,-8655131292.279316
Townsend's Solitaire,Myadestes townsendi,33.2,Omnivore,Insessorial,Western Forest,938225.413875464,1101144.90441866,162919.4905431961,31149083.740665406,36558010.82669952,5408927.086034112
Townsend's Warbler,Setophaga townsendi,8.8,Invertivore,Insessorial,Western Forest,28964348.5322843,20501035.0721065,-8463313.460177802,254886267.08410186,180409108.63453722,-74477158.44956464
Tree Swallow,Tachycineta bicolor,21.2,Invertivore,Aerial,Habitat Generalist,31039562.6963384,18342666.3686532,-12696896.3276852,658038729.162374,388864527.01544785,-269174202.14692616
Tricolored Blackbird,Agelaius tricolor,57.9,Invertivore,Terrestrial,Wetland,466811.911445174,465763.901309591,-1048.0101355829975,27028409.672675576,26967729.88582532,-60679.78685025498
Tricolored Heron,Egretta tricolor,372.3,Aquatic predator,Terrestrial,Wetland,68948.690090391,56921.8120779236,-12026.878012467401,25669597.32065257,21191990.636610955,-4477606.684041616
Trumpeter Swan,Cygnus buccinator,11071.1,Herbivore aquatic,Aquatic,Wetland,3566.9532576635,60258.6534086152,56691.7001509517,39490096.210918374,667129577.7521198,627639481.5412014
Tufted Titmouse,Baeolophus bicolor,21.6,Invertivore,Insessorial,Eastern Forest,7912238.77214285,12899972.6991932,4987733.92705035,170904357.47828558,278639410.30257314,107735052.82428756
Tundra Swan,Cygnus columbianus,6378,Herbivore aquatic,Aquatic,Arctic Tundra,179705.978546775,192185.947142606,12479.968595830986,1146164731.171331,1225761970.875541,79597239.70421004
Turkey Vulture,Cathartes aura,1518.2,Scavenger,Terrestrial,Habitat Generalist,3241326.06766462,10312019.4933211,7070693.425656481,4920981235.928426,15655707994.760096,10734726758.831669
Upland Sandpiper,Bartramia longicauda,158.9,Invertivore,Terrestrial,Grassland,621860.490315254,783748.924412066,161888.43409681204,98813631.91109386,124537704.0890773,25724072.177983433
Varied Bunting,Passerina versicolor,12.9,Omnivore,Generalist,Aridlands,51667.4490908508,78911.9333000057,27244.484209154893,666510.0932719754,1017963.9395700735,351453.8462980981
Varied Thrush,Ixoreus naevius,77.5,Omnivore,Generalist,Western Forest,81963389.8091382,30064593.489838,-51898796.31930019,6352162710.20821,2330005995.4624453,-4022156714.7457647
Vaux's Swift,Chaetura vauxi,17.1,Invertivore,Aerial,Western Forest,656498.136884843,398809.9998128,-257688.13707204303,11226118.140730817,6819650.99679888,-4406467.1439319365
Veery,Catharus fuscescens,31.9,Invertivore,Terrestrial,Forest Generalist,17738329.150281,10707360.9717133,-7030968.1785677,565852699.8939639,341564814.99765426,-224287884.89630967
Verdin,Auriparus flaviceps,6.8,Invertivore,Insessorial,Aridlands,6277503.8093658,3626898.14907722,-2650605.6602885798,42687025.90368744,24662907.413725093,-18024118.489962347
Vermilion Flycatcher,Pyrocephalus rubinus,14.4,Invertivore,Insessorial,Aridlands,343441.535103998,591255.782637972,247814.24753397406,4945558.105497571,8514083.269986797,3568525.1644892264
Vesper Sparrow,Pooecetes gramineus,25.7,Omnivore,Generalist,Grassland,50517924.2492595,33426983.0560648,-17090941.193194702,1298310653.205969,859073464.5408653,-439237188.6651038
Violet-green Swallow,Tachycineta thalassina,14.1,Invertivore,Aerial,Western Forest,9080178.65775005,6451138.95692279,-2629039.7008272596,128030519.0742757,90961059.29261133,-37069459.78166437
Virginia Rail,Rallus limicola,84.1,Aquatic predator,Terrestrial,Wetland,134406.298960012,263891.621656024,129485.32269601201,11303569.742537009,22193285.38127162,10889715.63873461
Virginia's Warbler,Leiothlypis virginiae,8.2,Invertivore,Insessorial,Western Forest,2039314.31544296,825826.932312303,-1213487.383130657,16722377.386632271,6771780.844960884,-9950596.541671388
Wandering Tattler,Tringa incana,108.2,Aquatic predator,Terrestrial,Arctic Tundra,109630.764972116,14740.658514238,-94890.10645787799,11862048.76998295,1594939.2512405517,-10267109.5187424
Warbling Vireo,Vireo gilvus,12.7,Invertivore,Insessorial,Forest Generalist,36414991.6293226,55244527.0609762,18829535.431653596,462470393.69239706,701605493.6743977,239135099.98200065
Western Bluebird,Sialia mexicana,26.4,Omnivore,Insessorial,Western Forest,4172622.85928695,6093895.87305489,1921273.01376794,110157243.48517548,160878851.04864907,50721607.5634736
Western Grebe,Aechmophorus occidentalis,1137,Aquatic predator,Aquatic,Wetland,2933831.51155462,926453.752032376,-2007377.7595222443,3335766428.6376033,1053377916.0608115,-2282388512.576792
Western Gull,Larus occidentalis,922.8,Omnivore,Generalist,Coasts,77312.5414411456,49233.7591233151,-28078.782317830497,71344013.24188916,45432912.91899517,-25911100.322893992
Western Kingbird,Tyrannus verticalis,39.6,Invertivore,Insessorial,Grassland,26826272.1650869,27582925.7410988,756653.5760118999,1062320377.7374412,1092283859.3475125,29963481.6100713
Western Meadowlark,Sturnella neglecta,100.1,Invertivore,Terrestrial,Grassland,155036455.160601,89806008.5967916,-65230446.563809395,15519149161.576159,8989581460.538837,-6529567701.037321
Western Sandpiper,Calidris mauri,27.8,Aquatic predator,Terrestrial,Arctic Tundra,3886554.53502533,3616181.83471123,-270372.7003140999,108046216.07370417,100529855.00497219,-7516361.068731979
Western Screech-Owl,Megascops kennicottii,141.8,Invertivore,Insessorial,Western Forest,364286.882706699,235934.378932462,-128352.50377423703,51655879.96780992,33455494.93262311,-18200385.035186812
Western Tanager,Piranga ludoviciana,28.1,Invertivore,Insessorial,Western Forest,10020909.2948654,16310764.6884428,6289855.393577401,281587551.18571776,458332487.7452427,176744936.55952495
Western Wood-Pewee,Contopus sordidulus,13.1,Invertivore,Insessorial,Western Forest,17602497.5948724,8585784.08193374,-9016713.51293866,230592718.49282843,112473771.473332,-118118947.01949643
Whimbrel,Numenius phaeopus,364.6,Omnivore,Terrestrial,Arctic Tundra,162282.054204613,70601.8567689369,-91680.1974356761,59168036.96300191,25741436.97795439,-33426599.985047515
White Ibis,Eudocimus albus,889.7,Aquatic predator,Terrestrial,Wetland,250180.067774128,1691095.09513836,1440915.027364232,222585206.29864168,1504567306.144599,1281982099.8459573
White-breasted Nuthatch,Sitta carolinensis,21,Omnivore,Insessorial,Forest Generalist,4730869.68658509,11223816.5850739,6492946.898488809,99348263.41828689,235700148.2865519,136351884.868265
White-crowned Sparrow,Zonotrichia leucophrys,28,Omnivore,Generalist,Habitat Generalist,89557814.1788794,80317331.6394464,-9240482.539433002,2507618797.008623,2248885285.904499,-258733511.10412407
White-eyed Vireo,Vireo griseus,11.4,Invertivore,Insessorial,Eastern Forest,16612537.9691571,23676548.8078654,7064010.8387083,189382932.84839094,269912656.4096656,80529723.56127465
White-faced Ibis,Plegadis chihi,616.9,Aquatic predator,Terrestrial,Wetland,671679.325188098,2307097.60439771,1635418.279209612,414358975.70853764,1423248512.1529472,1008889536.4444096
White-headed Woodpecker,Dryobates albolarvatus,61.1,Invertivore,Insessorial,Western Forest,171578.091742109,261188.281100933,89610.18935882399,10483421.405442862,15958603.975267006,5475182.569824144
White-rumped Sandpiper,Calidris fuscicollis,43,Aquatic predator,Terrestrial,Arctic Tundra,1303983.35353596,1819800.18629388,515816.83275792,56071284.202046275,78251408.01063684,22180123.80859056
White-tailed Kite,Elanus leucurus,346,Vertivore,Aerial,Habitat Generalist,27111.2348688002,14722.0758599553,-12389.1590088449,9380487.264604868,5093838.247544534,-4286649.017060335
White-throated Sparrow,Zonotrichia albicollis,24.4,Omnivore,Terrestrial,Boreal Forest,244322006.336231,150595682.91871,-93726323.417521,5961456954.604036,3674534663.2165236,-2286922291.3875127
White-throated Swift,Aeronautes saxatalis,32.1,Invertivore,Aerial,Aridlands,2881831.3702565,2372630.9003688,-509200.46988769993,92506786.98523365,76161451.90183848,-16345335.083395168
White-winged Crossbill,Loxia leucoptera,28.7,Omnivore,Insessorial,Boreal Forest,15986051.2436511,47515033.7856583,31528982.5420072,458799670.6927865,1363681469.6483932,904881798.9556067
White-winged Dove,Zenaida asiatica,153,Granivore,Generalist,Aridlands,3317764.91951039,5831184.45499301,2513419.5354826194,507618032.6850897,892171221.6139305,384553188.92884076
White-winged Scoter,Melanitta fusca,1800.2,Aquatic predator,Aquatic,Wetland,476602.604658319,437027.82190125,-39574.782757068984,857980008.9059058,786737484.9866302,-71242523.91927564
Wild Turkey,Meleagris gallopavo,5791.4,Omnivore,Terrestrial,Forest Generalist,351846.100182269,11799364.5588666,11447518.45868433,2037681504.5955925,68334839906.220024,66297158401.624435
Willet,Tringa semipalmata,245.7,Aquatic predator,Terrestrial,Wetland,322126.479977978,250069.424174935,-72057.05580304298,79146476.13058919,61442057.51978153,-17704418.610807657
Williamson's Sapsucker,Sphyrapicus thyroideus,47.6,Invertivore,Insessorial,Western Forest,268913.199458973,303082.314328178,34169.11486920499,12800268.294247117,14426718.162021274,1626449.8677741569
Willow Flycatcher,Empidonax traillii,13.4,Invertivore,Insessorial,Eastern Forest,10820518.3557157,7882730.91347278,-2937787.4422429195,144994945.96659037,105628594.24053526,-39366351.726055115
Willow Ptarmigan,Lagopus lagopus,566.9,Herbivore terrestrial,Terrestrial,Arctic Tundra,13126711.878024,14771420.610254,1644708.7322300002,7441532963.651806,8373918343.952992,932385380.3011866
Wilson's Phalarope,Phalaropus tricolor,59.4,Aquatic predator,Terrestrial,Wetland,1652200.9794342,1574876.28930941,-77324.69012479018,98140738.17839149,93547651.58497895,-4593086.593412533
Wilson's Plover,Charadrius wilsonia,55.1,Aquatic predator,Terrestrial,Coasts,18529.9156644916,11140.0704665709,-7389.8451979207,1020998.3531134872,613817.8827080566,-407180.47040543065
Wilson's Snipe,Gallinago delicata,112.9,Aquatic predator,Terrestrial,Wetland,1817136.60161494,2205277.07077707,388140.4691621298,205154722.32232672,248975781.2907312,43821058.96840447
Wilson's Warbler,Cardellina pusilla,7,Invertivore,Insessorial,Forest Generalist,156644232.859023,75618786.2676647,-81025446.5913583,1096509630.013161,529331503.87365294,-567178126.139508
Winter Wren,Troglodytes hiemalis,8.9,Invertivore,Insessorial,Boreal Forest,8334061.48490816,10463829.6334255,2129768.1485173404,74173147.21568263,93128083.73748696,18954936.521804333
Wood Duck,Aix sponsa,657.6,Omnivore,Generalist,Wetland,1055062.1808154,2441182.02800404,1386119.84718864,693808890.1042072,1605321301.6154568,911512411.5112497
Wood Stork,Mycteria americana,2554.5,Aquatic predator,Terrestrial,Wetland,12871.5708182471,23314.4098667478,10442.839048500698,32880427.65521222,59556660.00460725,26676232.349395033
Wood Thrush,Hylocichla mustelina,50.1,Invertivore,Generalist,Eastern Forest,26672117.4031893,11444535.8630079,-15227581.540181402,1336273081.899784,573371246.7366958,-762901835.1630883
Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,90.2,Omnivore,Terrestrial,Western Forest,746889.164417274,675085.956653915,-71803.20776335895,67369402.63043812,60892753.290183134,-6476649.340254985
Worm-eating Warbler,Helmitheros vermivorum,14.2,Invertivore,Insessorial,Eastern Forest,678675.482055559,829924.223343474,151248.74128791492,9637191.845188938,11784923.97147733,2147732.1262883916
Wrentit,Chamaea fasciata,14.7,Invertivore,Insessorial,Aridlands,2302538.72351342,1677181.37907153,-625357.3444418903,33847319.235647276,24654566.27235149,-9192752.963295788
Yellow Warbler,Setophaga petechia,10.2,Invertivore,Insessorial,Forest Generalist,119557058.16264,88889784.2503096,-30667273.912330404,1219481993.258928,906675799.3531579,-312806193.9057702
Yellow-bellied Flycatcher,Empidonax flaviventris,11.8,Invertivore,Insessorial,Boreal Forest,5468128.33722484,16490942.5982467,11022814.26102186,64523914.37925312,194593122.65931106,130069208.28005794
Yellow-bellied Sapsucker,Sphyrapicus varius,50.3,Omnivore,Insessorial,Eastern Forest,8227065.53438369,15106536.4461394,6879470.911755711,413821396.37949955,759858783.2408118,346037386.86131227
Yellow-billed Cuckoo,Coccyzus americanus,64,Invertivore,Insessorial,Eastern Forest,15734495.9876415,7958967.79839295,-7775528.189248551,1007007743.209056,509373939.0971488,-497633804.11190724
Yellow-billed Loon,Gavia adamsii,4944.3,Aquatic predator,Aquatic,Arctic Tundra,50164.1752981277,11962.2008623181,-38201.97443580961,248026731.9265328,59144709.72355938,-188882022.20297343
Yellow-billed Magpie,Pica nuttalli,158.3,Omnivore,Terrestrial,Western Forest,962423.402546937,278472.883151526,-683950.519395411,152351624.62318015,44082257.40288657,-108269367.22029358
Yellow-breasted Chat,Icteria virens,24.9,Invertivore,Insessorial,Eastern Forest,18537475.9248984,14638103.2154867,-3899372.709411701,461583150.52997017,364488770.0656188,-97094380.46435136
Yellow-crowned Night-Heron,Nyctanassa violacea,681.7,Aquatic predator,Terrestrial,Coasts,155756.142129941,130525.349343257,-25230.792786684004,106178962.08998078,88979130.6472983,-17199831.442682475
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,62.7,Granivore,Terrestrial,Wetland,12459884.5956072,11486003.7609863,-973880.8346209005,781234764.1445715,720172435.8138411,-61062328.33073044
Yellow-rumped Warbler,Setophaga coronata,11.9,Invertivore,Insessorial,Forest Generalist,181584946.011098,173863139.365532,-7721806.645565987,2160860857.5320663,2068971358.449831,-91889499.08223534
Yellow-throated Vireo,Vireo flavifrons,18,Invertivore,Insessorial,Eastern Forest,3023879.12712288,5180367.38841764,2156488.26129476,54429824.28821184,93246612.99151751,38816788.70330568
Yellow-throated Warbler,Setophaga dominica,9.7,Invertivore,Insessorial,Eastern Forest,1489898.9179995,2259671.89111749,769772.97311799,14452019.50459515,21918817.34383965,7466797.8392445
